iter	Logloss
157	0.6489385805
158	0.6489199547
159	0.6489066779
160	0.6488073406
161	0.6486859866
162	0.6486850792
163	0.6486570451
164	0.6486565197
165	0.6486344554
166	0.648632354
167	0.6485881776
168	0.6485542214
169	0.6485541736
170	0.6485011141
171	0.6484826794
172	0.6484806258
173	0.6484225039
174	0.6484215487
175	0.6483176266
176	0.6482711099
177	0.6482195309
178	0.6481644656
179	0.6480741546
180	0.648062597
181	0.64806083
182	0.6480403417
183	0.6480124985
184	0.648012212
185	0.6480023738
186	0.6479919147
187	0.6479350345
188	0.6479093405
189	0.6479027976
190	0.6479008396
191	0.6478977353
192	0.6478959204
193	0.6478857957
194	0.6478853181
195	0.6478279603
196	0.6478263365
197	0.6478202712
198	0.6478096689
199	0.6478084749
200	0.6476779514
201	0.6476735099
202	0.6476724592
203	0.6476462399
204	0.6476461921
205	0.6476453802
206	0.6476062184
207	0.6476056453
208	0.6476042603
209	0.647602732
210	0.6475640478
211	0.6475625195
212	0.6475623762
213	0.6475623285
214	0.6475618031
215	0.6475616121
216	0.6475607524
217	0.6475598928
218	0.6475576481
219	0.6474996695
220	0.6474955623
221	0.6474927923
222	0.6474923625
223	0.6474745009
224	0.6474723517
225	0.6474460369
226	0.6474380135
227	0.647426838
228	0.647426456
229	0.6474145164
230	0.6473970368
231	0.647389491
232	0.6473682863
233	0.6473522395
234	0.6473514276
235	0.64735095
236	0.6473501382
237	0.6473454101
238	0.647292064
239	0.6472917775
240	0.6472911566
241	0.6472904402
242	0.647289294
243	0.6472884821
244	0.6472881478
245	0.6471865658
246	0.6471670327
247	0.6471665073
248	0.6471660298
249	0.6471655044
250	0.6471305453
251	0.6470779634
252	0.6470528903
253	0.6469519291
254	0.6469319661
255	0.646919549
256	0.6469192624
257	0.646909663
258	0.6469096152
259	0.6468769485
260	0.6468632897
261	0.6468632419
262	0.6468125703
263	0.6468124748
264	0.6468124748
265	0.6467044454
266	0.6467015799
267	0.6467008635
268	0.6466974727
269	0.6466937476
270	0.6466937476
271	0.6466930312
272	0.646686154
273	0.6466828109
274	0.6466824288
275	0.6466820945
276	0.6466565916
277	0.646656305
278	0.6466560185
279	0.6466357212
280	0.6466350048
281	0.6466321393
282	0.6466281276
283	0.6466148508
284	0.6466114122
285	0.646610648
286	0.6465965593
287	0.6465957952
288	0.6465951266
289	0.6465935506
290	0.646574686
291	0.6464194714
292	0.646405335
293	0.6463495532
294	0.6463492189
295	0.6462335482
296	0.646233596
297	0.646233596
298	0.6462119614
299	0.6461891807
300	0.6461695043
301	0.6461511173
302	0.6461510218
303	0.6461504487
304	0.6461392255
305	0.6461390822
306	0.6461375062
307	0.6461372196
308	0.6461085169
309	0.6461080871
310	0.6461076095
311	0.6461072274
312	0.6461066065
313	0.6461042186
314	0.6460581796
315	0.6459896941
316	0.6459884047
317	0.6459878316
318	0.6459851571
319	0.6459831035
320	0.6459828647
321	0.6459631405
322	0.645963045
323	0.6459589855
324	0.6459586512
325	0.6459572662
326	0.6459555947
327	0.6459526337
328	0.6459453266
329	0.6459279426
330	0.6459103675
331	0.6458326647
332	0.6458301335
333	0.6458299425
334	0.6458295127
335	0.6458138957
336	0.6458138002
337	0.6458133703
338	0.6457194297
339	0.6457192864
340	0.6456972698
341	0.645690918
342	0.6456907269
343	0.6456876226
344	0.6456872883
345	0.6456871928
346	0.6456735817
347	0.6456726743
348	0.6456724833
349	0.6456630271
350	0.6456536665
351	0.6456233877
352	0.6456231011
353	0.6455712356
354	0.6455710923
355	0.6455698983
356	0.6455698028
357	0.6455673194
358	0.6455671284
359	0.6455651225
360	0.6455623525
361	0.6455612063
362	0.6455611108
363	0.6455609198
364	0.6454962072
365	0.645490524
366	0.6454878973
367	0.6454870854
368	0.645486369
369	0.6454852228
370	0.6454823095
371	0.645482023
372	0.645482023
373	0.6454818797
374	0.6454810678
375	0.6454809723
376	0.6454799216
377	0.6454789665
378	0.6454708475
379	0.645470752
380	0.6454685551
381	0.6454684596
382	0.6454682208
383	0.6454257637
384	0.6453933835
385	0.6453932402
386	0.6453926194
387	0.6453924761
388	0.6453904703
389	0.645390327
390	0.6453892763
391	0.6453892763
392	0.6452410822
393	0.6451508189
394	0.6451484788
395	0.645148431
396	0.6451474758
397	0.645146855
398	0.6451208267
399	0.6451101766
400	0.645109508
401	0.6451092214
402	0.6451090304
403	0.6451066425
404	0.6450815693
405	0.6450144211
406	0.6450072096
407	0.6450063022
408	0.6449901121
409	0.6449797963
410	0.6449662329
411	0.6449637018
412	0.6449637018
413	0.6449630809
414	0.6449613616
415	0.6449611706
416	0.644960693
417	0.6449606452
418	0.6449599766
419	0.6449450282
420	0.6449438343
421	0.6449431657
422	0.644940539
423	0.6449397271
424	0.6449392972
425	0.6449392495
426	0.6449368138
427	0.6449359064
428	0.6449338528
429	0.6449323245
430	0.6449307485
431	0.6449306052
432	0.6449298411
433	0.6449281218
434	0.6449279785
435	0.6449240146
436	0.6449238713
437	0.644923728
438	0.6448743459
439	0.6448729132
440	0.644797646
441	0.6447750086
442	0.644774913
443	0.644773146
444	0.6447730982
445	0.6447713789
446	0.6446810201
447	0.6446796829
448	0.6446796352
449	0.6446781069
450	0.6446563768
451	0.6446455357
452	0.6446426224
453	0.644637178
454	0.6446356975
455	0.6445305336
456	0.6445292919
457	0.6445277159
458	0.6445262831
459	0.6445258533
460	0.64452571
461	0.6445245638
462	0.6445239907
463	0.6445227968
464	0.6445213163
465	0.6445212685
466	0.6445045053
467	0.6444121885
468	0.6444120929
469	0.6444103736
470	0.6444092274
471	0.6444091319
472	0.6443982908
473	0.6443979087
474	0.6443975267
475	0.6443963327
476	0.6443961417
477	0.6443958074
478	0.6443925598
479	0.644391127
480	0.6443910315
481	0.6443876884
482	0.6443875929
483	0.644386399
484	0.6443859691
485	0.6443859214
486	0.6443848229
487	0.6443844409
488	0.6443808112
489	0.6443791875
490	0.6443787576
491	0.6443781845
492	0.6443768951
493	0.6443758444
494	0.6443755578
495	0.6443752235
496	0.6443726446
497	0.6443714506
498	0.6443151913
499	0.6443146182
500	0.6443145704
501	0.6443143794
502	0.6441866736
503	0.6441865303
504	0.6441859572
505	0.6441858617
506	0.6441855274
507	0.6441842857
508	0.6441839036
509	0.6441839514
510	0.6441834738
511	0.6441821843
512	0.6441821365
513	0.6441814679
514	0.644171773
515	0.6441704835
516	0.6441704835
517	0.6441704835
518	0.644170388
519	0.6441655644
520	0.6441655644
521	0.6441543412
522	0.6441543412
523	0.6441539591
524	0.6441539114
525	0.6441538636
526	0.6441535293
527	0.644153195
528	0.6441529084
529	0.6441528607
530	0.6441529084
531	0.6441528129
532	0.6441526697
533	0.6441523831
534	0.6441521443
535	0.6441507116
536	0.6441496609
537	0.6441112632
538	0.6440220028
539	0.6440216685
540	0.6439868527
541	0.643905568
542	0.643905568
543	0.6439053292
544	0.6438989774
545	0.6438987386
546	0.6438374646
547	0.6438360319
548	0.6438356976
549	0.6438356976
550	0.6438357453
551	0.643835602
552	0.6438347424
553	0.6438342648
554	0.6438342171
555	0.6438341693
556	0.6438338827
557	0.6438146361
558	0.6438146361
559	0.643813681
560	0.6438038905
561	0.6437855991
562	0.6437853603
563	0.6437850737
564	0.6437674987
565	0.643746485
566	0.6437463895
567	0.6437455298
568	0.6437447179
569	0.6436741789
570	0.6436732237
571	0.6436731759
572	0.6436730327
573	0.6436730327
574	0.6436726028
575	0.6436723163
576	0.6436523055
577	0.64365221
578	0.6436521623
579	0.643646097
580	0.6436453328
581	0.6436446642
582	0.6436446165
583	0.6436445687
584	0.6436372139
585	0.6436313874
586	0.6436312919
587	0.6436310053
588	0.6436301934
589	0.6436300979
590	0.643629286
591	0.643629095
592	0.6436282831
593	0.6436276145
594	0.6436166778
595	0.6436159137
596	0.6436153406
597	0.6436152928
598	0.6436080813
599	0.6436080336
600	0.6436078425
601	0.6436073172
602	0.6436071739
603	0.6436066486
604	0.6436060277
605	0.6436059322
606	0.6436046427
607	0.6436046427
608	0.643604595
609	0.6436044517
610	0.6436009176
611	0.6436008221
612	0.6436007743
613	0.6435999146
614	0.6435998669
615	0.6435997714
616	0.6435991983
617	0.6435984341
618	0.6435878318
619	0.643587593
620	0.6435868766
621	0.6435840111
622	0.6435837246
623	0.643583247
624	0.6435827216
625	0.6434823336
626	0.6434766504
627	0.6434734028
628	0.643445894
629	0.6434390168
630	0.6434385392
631	0.6434385392
632	0.6434385392
633	0.6434365811
634	0.6434363901
635	0.643431471
636	0.6434310412
637	0.643430277
638	0.6434301338
639	0.6434210597
640	0.6434208686
641	0.6434206298
642	0.6434205821
643	0.6434205821
644	0.6434203433
645	0.6434202
646	0.6434197224
647	0.6432715761
648	0.6432715761
649	0.6432714328
650	0.6432712895
651	0.643271194
652	0.6432708119
653	0.6432703821
654	0.6432702866
655	0.6432701433
656	0.6432698568
657	0.6432697135
658	0.6432696657
659	0.643269618
660	0.6432694747
661	0.6432695225
662	0.6432624065
663	0.6432624542
664	0.643243733
665	0.643243733
666	0.6432433509
667	0.6432433031
668	0.6432432076
669	0.6432215253
670	0.6432212388
671	0.6432211433
672	0.6432211433
673	0.643220809
674	0.6432207134
675	0.6431867095
676	0.6431846081
677	0.6431843693
678	0.6431843693
679	0.6431844171
680	0.6431843693
681	0.6431843216
682	0.6431828411
683	0.6431827456
684	0.6431805009
685	0.6431797845
686	0.6431798323
687	0.6431797845
688	0.6431797368
689	0.643179689
690	0.6431770623
691	0.643176728
692	0.643176728
693	0.6431763459
694	0.6431763459
695	0.6431752475
696	0.6431741968
697	0.6431736237
698	0.6431736715
699	0.6431731461
700	0.6431731939
701	0.6431730984
702	0.6431726208
703	0.6431665555
704	0.6431665555
705	0.6431607767
706	0.6431600604
707	0.6431600604
708	0.6431600604
709	0.64313088
710	0.6431219014
711	0.6431211373
712	0.6431211851
713	0.6431211373
714	0.6431155496
715	0.6431080515
716	0.6431080038
717	0.6431078605
718	0.6431061412
719	0.6430853663
720	0.6430851275
721	0.643085032
722	0.643070609
723	0.6430702269
724	0.6430697493
725	0.6430691762
726	0.6430688419
727	0.6430688897
728	0.6430684599
729	0.6430680778
730	0.6430626333
731	0.6430622035
732	0.6430622035
733	0.6430622035
734	0.6430617259
735	0.6430613916
736	0.6430611051
737	0.6430608663
738	0.6430604842
739	0.6430601021
740	0.64298622
741	0.6429862678
742	0.6429862678
743	0.6429859812
744	0.6429544607
745	0.6429543652
746	0.6429538398
747	0.6429401332
748	0.6429398467
749	0.6428712179
750	0.6428708836
751	0.6428506818
752	0.6428501565
753	0.6428498222
754	0.6428498699
755	0.6428498699
756	0.6428495356
757	0.6428494879
758	0.6428493924
759	0.6428489148
760	0.6428489148
761	0.642848867
762	0.6428487715
763	0.6428486282
764	0.6428485327
765	0.6428485805
766	0.6428485327
767	0.6428461926
768	0.642845715
769	0.6428457627
770	0.6428454762
771	0.6428449986
772	0.6428449986
773	0.642844712
774	0.6428444255
775	0.6428439479
776	0.64283879
777	0.64283879
778	0.6428388378
779	0.642833059
780	0.6428331545
781	0.6428331068
782	0.6428327247
783	0.6428327725
784	0.6428324859
785	0.6428313875
786	0.6428311009
787	0.6428306711
788	0.6428303845
789	0.6428303368
790	0.6428303845
791	0.642830289
792	0.6428261818
793	0.6428246058
794	0.6428244148
795	0.6428222179
796	0.6428218836
797	0.6427522041
798	0.6427522041
799	0.6427340082
800	0.6427340082
801	0.6427337217
802	0.6427305696
803	0.6427301398
804	0.642728707
805	0.6427277996
806	0.6427273698
807	0.642727131
808	0.6426532489
809	0.6426531056
810	0.6426435539
811	0.6426435062
812	0.6426434584
813	0.6426430286
814	0.6426427898
815	0.6426422644
816	0.6426423122
817	0.6425670451
818	0.642566854
819	0.642566663
820	0.642566472
821	0.642565469
822	0.642565469
823	0.6425530519
824	0.6425530041
825	0.6425527176
826	0.642552622
827	0.6425526698
828	0.642552622
829	0.6425523833
830	0.6425523355
831	0.642544933
832	0.6425446942
833	0.6425446464
834	0.6424949777
835	0.6424935927
836	0.6424934017
837	0.6424932584
838	0.6424929241
839	0.6424926853
840	0.6424924465
841	0.6424908705
842	0.6424857604
843	0.6424857126
844	0.6424849007
845	0.6424796473
846	0.642479504
847	0.6424792652
848	0.6424789787
849	0.6424787399
850	0.6424576785
851	0.6424570099
852	0.6424568188
853	0.6424507058
854	0.6424502759
855	0.6424500371
856	0.6424497983
857	0.6424495596
858	0.6424437808
859	0.642443542
860	0.642443351
861	0.6424431599
862	0.6424429211
863	0.6424426346
864	0.642349267
865	0.6423490283
866	0.6423490283
867	0.6423404795
868	0.6423360857
869	0.6423358947
870	0.6422513624
871	0.6422358887
872	0.642235841
873	0.6422347425
874	0.6422345515
875	0.6422305876
876	0.6422300622
877	0.6422298712
878	0.6422244745
879	0.6422243312
880	0.6422238059
881	0.6422236149
882	0.6422234716
883	0.6422232805
884	0.6422228985
885	0.6422188868
886	0.6422187913
887	0.642218648
888	0.6422084755
889	0.6422083322
890	0.6422081412
891	0.6422080456
892	0.6422077113
893	0.6422075203
894	0.6421999745
895	0.6421997834
896	0.6421981597
897	0.6421981597
898	0.6421979686
899	0.6421978731
900	0.6421241342
901	0.6420953837
902	0.6420950972
903	0.6420949061
904	0.6420946673
905	0.6420946673
906	0.6420946673
907	0.6420945718
908	0.6420945241
909	0.6420944763
910	0.6420942853
911	0.6420555055
912	0.6420553622
913	0.6420553622
914	0.6420553622
915	0.6420553622
916	0.6420551712
917	0.6420547414
918	0.6420545503
919	0.6420505386
920	0.6420505386
921	0.6420504909
922	0.6420500611
923	0.6420436137
924	0.6420435659
925	0.6420435182
926	0.6420434704
927	0.6420434226
928	0.6420429451
929	0.6420429451
930	0.6420225045
931	0.6420225523
932	0.6420223612
933	0.6420221224
934	0.6420220747
935	0.6420220747
936	0.6420218836
937	0.6420218359
938	0.6420217404
939	0.6420216448
940	0.6420210717
941	0.6419747462
942	0.6419746506
943	0.6419736477
944	0.6419735044
945	0.6419699703
946	0.6419696838
947	0.6419695405
948	0.6419326233
949	0.6419228806
950	0.6419227851
951	0.6419218299
952	0.6419216866
953	0.6419214478
954	0.6419211613
955	0.6419209225
956	0.641920827
957	0.6419207315
958	0.6419202539
959	0.6419200151
960	0.6419199196
961	0.6419197763
962	0.6418509565
963	0.6418509565
964	0.6418507178
965	0.6418505745
966	0.6418503357
967	0.6418500969
968	0.6418498581
969	0.6418147557
970	0.6417689555
971	0.6417687167
972	0.6417626991
973	0.641701855
974	0.641701664
975	0.6417015685
976	0.6417016162
977	0.6417014729
978	0.6415825547
979	0.6415823636
980	0.6415822681
981	0.6415820771
982	0.6415820293
983	0.6415820771
984	0.6415819816
985	0.6415818861
986	0.6415817905
987	0.6415814562
988	0.6415293041
989	0.6415291131
990	0.6415289221
991	0.6415288743
992	0.6414985955
993	0.6414958733
994	0.6414746208
995	0.6414743343
996	0.6414742865
997	0.6414743343
998	0.6414742388
999	0.6414741433
